index_all,date,info.match_type,info.neutral_venue,info.outcome.by.runs,info.outcome.by.wickets,info.outcome.winner,info.overs,info.teams,info.toss.decision,info.toss.winner
3085,"[datetime.date(2015, 2, 3)]",ODI,0,119,,New Zealand,50,"['New Zealand', 'Pakistan']",bat,New Zealand
3086,"[datetime.date(2014, 11, 26)]",ODI,0,25,,Sri Lanka,50,"['Sri Lanka', 'England']",field,England
3087,"[datetime.date(2014, 11, 29)]",ODI,0,,8,Sri Lanka,50,"['Sri Lanka', 'England']",bat,England
3089,"[datetime.date(2014, 12, 7)]",ODI,0,,6,Sri Lanka,50,"['Sri Lanka', 'England']",bat,England
3090,"[datetime.date(2014, 12, 10), datetime.date(2014, 12, 11)]",ODI,0,,5,England,50,"['Sri Lanka', 'England']",field,England
3091,"[datetime.date(2014, 12, 13)]",ODI,0,90,,Sri Lanka,50,"['Sri Lanka', 'England']",bat,Sri Lanka
3092,"[datetime.date(2014, 12, 16)]",ODI,0,87,,Sri Lanka,50,"['Sri Lanka', 'England']",bat,Sri Lanka
3093,"[datetime.date(2014, 12, 5)]",T20,1,17,,New Zealand,20,"['New Zealand', 'Pakistan']",field,Pakistan
3094,"[datetime.date(2014, 11, 5)]",T20,0,,7,South Africa,20,"['Australia', 'South Africa']",bat,Australia
3095,"[datetime.date(2014, 11, 7)]",T20,0,,7,Australia,20,"['Australia', 'South Africa']",bat,South Africa
3096,"[datetime.date(2014, 11, 9)]",T20,0,,2,Australia,20,"['Australia', 'South Africa']",field,Australia
3097,"[datetime.date(2014, 11, 14)]",ODI,0,32,,Australia,50,"['Australia', 'South Africa']",field,South Africa
3098,"[datetime.date(2014, 11, 16)]",ODI,0,,3,South Africa,50,"['Australia', 'South Africa']",bat,Australia
3099,"[datetime.date(2014, 11, 19)]",ODI,0,73,,Australia,50,"['Australia', 'South Africa']",bat,Australia
3100,"[datetime.date(2014, 11, 21)]",ODI,0,,3,Australia,50,"['Australia', 'South Africa']",bat,South Africa
3106,"[datetime.date(2015, 1, 18)]",ODI,0,,4,Australia,50,"['Australia', 'India']",bat,India
3107,"[datetime.date(2015, 1, 16)]",ODI,0,,3,Australia,50,"['Australia', 'England']",bat,England
3108,"[datetime.date(2015, 1, 20)]",ODI,1,,9,England,50,"['England', 'India']",bat,India
3109,"[datetime.date(2015, 1, 23)]",ODI,0,,3,Australia,50,"['Australia', 'England']",field,Australia
3111,"[datetime.date(2015, 1, 30)]",ODI,1,,3,England,50,"['England', 'India']",field,England
3112,"[datetime.date(2015, 2, 1)]",ODI,0,112,,Australia,50,"['Australia', 'England']",field,England
3171,"[datetime.date(2014, 11, 21)]",ODI,0,87,,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",field,Zimbabwe
3172,"[datetime.date(2014, 11, 23)]",ODI,0,68,,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",bat,Bangladesh
3173,"[datetime.date(2014, 11, 26)]",ODI,0,124,,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",field,Zimbabwe
3174,"[datetime.date(2014, 11, 28)]",ODI,0,21,,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",bat,Bangladesh
3175,"[datetime.date(2014, 12, 1)]",ODI,0,,5,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",bat,Zimbabwe
3180,"[datetime.date(2014, 10, 8)]",ODI,0,124,,West Indies,50,"['India', 'West Indies']",field,India
3181,"[datetime.date(2014, 10, 11)]",ODI,0,48,,India,50,"['India', 'West Indies']",bat,India
3182,"[datetime.date(2014, 10, 17)]",ODI,0,59,,India,50,"['India', 'West Indies']",field,West Indies
3222,"[datetime.date(2014, 11, 2)]",ODI,0,169,,India,50,"['India', 'Sri Lanka']",field,Sri Lanka
3223,"[datetime.date(2014, 11, 6)]",ODI,0,,6,India,50,"['India', 'Sri Lanka']",bat,Sri Lanka
3224,"[datetime.date(2014, 11, 9)]",ODI,0,,6,India,50,"['India', 'Sri Lanka']",bat,Sri Lanka
3225,"[datetime.date(2014, 11, 13)]",ODI,0,153,,India,50,"['India', 'Sri Lanka']",bat,India
3226,"[datetime.date(2014, 11, 16)]",ODI,0,,3,India,50,"['India', 'Sri Lanka']",bat,Sri Lanka
3243,"[datetime.date(2016, 2, 6)]",ODI,0,,5,England,50,"['South Africa', 'England']",bat,South Africa
3244,"[datetime.date(2016, 2, 9)]",ODI,0,,7,South Africa,50,"['South Africa', 'England']",bat,England
3245,"[datetime.date(2016, 2, 12)]",ODI,0,,1,South Africa,50,"['South Africa', 'England']",field,South Africa
3246,"[datetime.date(2016, 2, 14)]",ODI,0,,5,South Africa,50,"['South Africa', 'England']",field,South Africa
3247,"[datetime.date(2016, 2, 19)]",T20,0,,3,South Africa,20,"['South Africa', 'England']",field,South Africa
3248,"[datetime.date(2016, 2, 21)]",T20,0,,9,South Africa,20,"['South Africa', 'England']",field,South Africa
3286,"[datetime.date(2015, 7, 5)]",T20,0,52,,South Africa,20,"['Bangladesh', 'South Africa']",bat,South Africa
3287,"[datetime.date(2015, 7, 7)]",T20,0,31,,South Africa,20,"['Bangladesh', 'South Africa']",bat,South Africa
3288,"[datetime.date(2015, 7, 10)]",ODI,0,,8,South Africa,50,"['Bangladesh', 'South Africa']",bat,Bangladesh
3289,"[datetime.date(2015, 7, 12)]",ODI,0,,7,Bangladesh,50,"['Bangladesh', 'South Africa']",bat,South Africa
3356,"[datetime.date(2015, 8, 14)]",T20,0,,6,South Africa,20,"['South Africa', 'New Zealand']",field,South Africa
3357,"[datetime.date(2015, 8, 16)]",T20,0,32,,New Zealand,20,"['South Africa', 'New Zealand']",bat,New Zealand
3358,"[datetime.date(2015, 8, 19)]",ODI,0,20,,South Africa,50,"['South Africa', 'New Zealand']",field,New Zealand
3359,"[datetime.date(2015, 8, 23)]",ODI,0,,8,New Zealand,50,"['South Africa', 'New Zealand']",bat,South Africa
3360,"[datetime.date(2015, 8, 26)]",ODI,0,62,,South Africa,50,"['South Africa', 'New Zealand']",bat,South Africa
3364,"[datetime.date(2015, 4, 17)]",ODI,0,79,,Bangladesh,50,"['Bangladesh', 'Pakistan']",bat,Bangladesh
3365,"[datetime.date(2015, 4, 19)]",ODI,0,,7,Bangladesh,50,"['Bangladesh', 'Pakistan']",bat,Pakistan
3366,"[datetime.date(2015, 4, 22)]",ODI,0,,8,Bangladesh,50,"['Bangladesh', 'Pakistan']",bat,Pakistan
3367,"[datetime.date(2015, 4, 24)]",T20,0,,7,Bangladesh,20,"['Bangladesh', 'Pakistan']",bat,Pakistan
3373,"[datetime.date(2015, 7, 11)]",ODI,0,,6,Pakistan,50,"['Sri Lanka', 'Pakistan']",field,Pakistan
3374,"[datetime.date(2015, 7, 15)]",ODI,0,,2,Sri Lanka,50,"['Sri Lanka', 'Pakistan']",bat,Pakistan
3375,"[datetime.date(2015, 7, 19)]",ODI,0,135,,Pakistan,50,"['Sri Lanka', 'Pakistan']",bat,Pakistan
3376,"[datetime.date(2015, 7, 22)]",ODI,0,,7,Pakistan,50,"['Sri Lanka', 'Pakistan']",bat,Sri Lanka
3377,"[datetime.date(2015, 7, 26)]",ODI,0,165,,Sri Lanka,50,"['Sri Lanka', 'Pakistan']",bat,Sri Lanka
3378,"[datetime.date(2015, 7, 30)]",T20,0,29,,Pakistan,20,"['Sri Lanka', 'Pakistan']",bat,Pakistan
3379,"[datetime.date(2015, 8, 1)]",T20,0,,1,Pakistan,20,"['Sri Lanka', 'Pakistan']",bat,Sri Lanka
3380,"[datetime.date(2015, 5, 22)]",T20,0,,5,Pakistan,20,"['Pakistan', 'Zimbabwe']",bat,Zimbabwe
3381,"[datetime.date(2015, 5, 24)]",T20,0,,2,Pakistan,20,"['Pakistan', 'Zimbabwe']",bat,Zimbabwe
3382,"[datetime.date(2015, 5, 26)]",ODI,0,41,,Pakistan,50,"['Pakistan', 'Zimbabwe']",bat,Pakistan
3383,"[datetime.date(2015, 5, 29)]",ODI,0,,6,Pakistan,50,"['Pakistan', 'Zimbabwe']",field,Pakistan
3386,"[datetime.date(2015, 6, 18)]",ODI,0,79,,Bangladesh,50,"['Bangladesh', 'India']",bat,Bangladesh
3388,"[datetime.date(2015, 6, 24)]",ODI,0,77,,India,50,"['Bangladesh', 'India']",field,Bangladesh
3455,"[datetime.date(2016, 3, 4)]",T20,0,,3,South Africa,20,"['South Africa', 'Australia']",bat,Australia
3456,"[datetime.date(2016, 3, 6)]",T20,0,,5,Australia,20,"['South Africa', 'Australia']",field,Australia
3457,"[datetime.date(2016, 3, 9)]",T20,0,,6,Australia,20,"['South Africa', 'Australia']",bat,South Africa
3458,"[datetime.date(2015, 7, 10)]",ODI,0,4,,India,50,"['Zimbabwe', 'India']",field,Zimbabwe
3459,"[datetime.date(2015, 7, 12)]",ODI,0,62,,India,50,"['Zimbabwe', 'India']",field,Zimbabwe
3460,"[datetime.date(2015, 7, 14)]",ODI,0,83,,India,50,"['Zimbabwe', 'India']",field,Zimbabwe
3461,"[datetime.date(2015, 7, 17)]",T20,0,54,,India,20,"['Zimbabwe', 'India']",bat,India
3462,"[datetime.date(2015, 7, 19)]",T20,0,10,,Zimbabwe,20,"['Zimbabwe', 'India']",bat,Zimbabwe
3471,"[datetime.date(2015, 8, 2)]",ODI,0,,7,Zimbabwe,50,"['Zimbabwe', 'New Zealand']",field,Zimbabwe
3472,"[datetime.date(2015, 8, 4)]",ODI,0,,10,New Zealand,50,"['Zimbabwe', 'New Zealand']",bat,Zimbabwe
3473,"[datetime.date(2015, 8, 7)]",ODI,0,38,,New Zealand,50,"['Zimbabwe', 'New Zealand']",field,Zimbabwe
3474,"[datetime.date(2015, 8, 9)]",T20,0,80,,New Zealand,50,"['Zimbabwe', 'New Zealand']",field,Zimbabwe
3481,"[datetime.date(2016, 1, 12)]",ODI,0,,5,Australia,50,"['Australia', 'India']",bat,India
3482,"[datetime.date(2016, 1, 15)]",ODI,0,,7,Australia,50,"['Australia', 'India']",bat,India
3483,"[datetime.date(2016, 1, 17)]",ODI,0,,3,Australia,50,"['Australia', 'India']",field,Australia
3484,"[datetime.date(2016, 1, 20)]",ODI,0,25,,Australia,50,"['Australia', 'India']",bat,Australia
3485,"[datetime.date(2016, 1, 23)]",ODI,0,,6,India,50,"['Australia', 'India']",field,India
3486,"[datetime.date(2016, 1, 26)]",T20,0,37,,India,20,"['Australia', 'India']",field,Australia
3487,"[datetime.date(2016, 1, 29)]",T20,0,27,,India,20,"['Australia', 'India']",field,Australia
3488,"[datetime.date(2016, 1, 31)]",T20,0,,7,India,20,"['Australia', 'India']",bat,Australia
3524,"[datetime.date(2015, 11, 11)]",ODI,1,,6,Pakistan,50,"['England', 'Pakistan']",bat,England
3525,"[datetime.date(2015, 11, 13)]",ODI,1,95,,England,50,"['England', 'Pakistan']",bat,England
3526,"[datetime.date(2015, 11, 17)]",ODI,1,,6,England,50,"['England', 'Pakistan']",bat,Pakistan
3527,"[datetime.date(2015, 11, 20)]",ODI,1,84,,England,50,"['England', 'Pakistan']",bat,England
3528,"[datetime.date(2015, 11, 26)]",T20,1,14,,England,20,"['England', 'Pakistan']",bat,England
3529,"[datetime.date(2015, 11, 27)]",T20,1,3,,England,20,"['England', 'Pakistan']",bat,England
3531,"[datetime.date(2015, 10, 2)]",T20,0,,7,South Africa,20,"['India', 'South Africa']",field,South Africa
3532,"[datetime.date(2015, 10, 5)]",T20,0,,6,South Africa,20,"['India', 'South Africa']",field,South Africa
3533,"[datetime.date(2015, 10, 11)]",ODI,0,5,,South Africa,50,"['India', 'South Africa']",bat,South Africa
3534,"[datetime.date(2015, 10, 14)]",ODI,0,22,,India,50,"['India', 'South Africa']",bat,India
3535,"[datetime.date(2015, 10, 18)]",ODI,0,18,,South Africa,50,"['India', 'South Africa']",bat,South Africa
3536,"[datetime.date(2015, 10, 22)]",ODI,0,35,,India,50,"['India', 'South Africa']",bat,India
3537,"[datetime.date(2015, 10, 25)]",ODI,0,214,,South Africa,50,"['India', 'South Africa']",bat,South Africa
3568,"[datetime.date(2016, 6, 24)]",ODI,0,,10,England,50,"['England', 'Sri Lanka']",bat,Sri Lanka
3571,"[datetime.date(2016, 7, 2)]",ODI,0,122,,England,50,"['England', 'Sri Lanka']",field,Sri Lanka
3572,"[datetime.date(2016, 7, 5)]",T20,0,,8,England,20,"['England', 'Sri Lanka']",bat,Sri Lanka
3579,"[datetime.date(2016, 8, 27)]",ODI,0,,4,England,50,"['England', 'Pakistan']",bat,Pakistan
3580,"[datetime.date(2016, 8, 30)]",ODI,0,169,,England,50,"['England', 'Pakistan']",bat,England
3581,"[datetime.date(2016, 9, 1)]",ODI,0,,4,England,50,"['England', 'Pakistan']",bat,Pakistan
3582,"[datetime.date(2016, 9, 4)]",ODI,0,,4,Pakistan,50,"['England', 'Pakistan']",field,Pakistan
3583,"[datetime.date(2016, 9, 7)]",T20,0,,9,Pakistan,20,"['England', 'Pakistan']",bat,England
3586,"[datetime.date(2015, 12, 26)]",ODI,0,,7,New Zealand,50,"['New Zealand', 'Sri Lanka']",bat,Sri Lanka
3587,"[datetime.date(2015, 12, 28)]",ODI,0,,10,New Zealand,50,"['New Zealand', 'Sri Lanka']",bat,Sri Lanka
3588,"[datetime.date(2015, 12, 31)]",ODI,0,,8,Sri Lanka,50,"['New Zealand', 'Sri Lanka']",bat,New Zealand
3590,"[datetime.date(2016, 1, 5)]",ODI,0,36,,New Zealand,50,"['New Zealand', 'Sri Lanka']",field,Sri Lanka
3591,"[datetime.date(2016, 1, 7)]",T20,0,3,,New Zealand,20,"['New Zealand', 'Sri Lanka']",field,Sri Lanka
3592,"[datetime.date(2016, 1, 10)]",T20,0,,9,New Zealand,20,"['New Zealand', 'Sri Lanka']",field,New Zealand
3593,"[datetime.date(2016, 1, 15)]",T20,0,16,,Pakistan,20,"['New Zealand', 'Pakistan']",field,New Zealand
3594,"[datetime.date(2016, 1, 17)]",T20,0,,10,New Zealand,20,"['New Zealand', 'Pakistan']",bat,Pakistan
3595,"[datetime.date(2016, 1, 22)]",T20,0,95,,New Zealand,20,"['New Zealand', 'Pakistan']",field,Pakistan
3596,"[datetime.date(2016, 1, 25)]",ODI,0,70,,New Zealand,50,"['New Zealand', 'Pakistan']",field,Pakistan
3597,"[datetime.date(2016, 2, 3)]",ODI,0,159,,New Zealand,50,"['New Zealand', 'Australia']",field,Australia
3598,"[datetime.date(2016, 2, 6)]",ODI,0,,4,Australia,50,"['New Zealand', 'Australia']",bat,New Zealand
3599,"[datetime.date(2016, 2, 8)]",ODI,0,55,,New Zealand,50,"['New Zealand', 'Australia']",field,Australia
3608,"[datetime.date(2015, 11, 9)]",T20,0,30,,Sri Lanka,20,"['Sri Lanka', 'West Indies']",field,West Indies
3609,"[datetime.date(2015, 11, 11)]",T20,0,23,,West Indies,20,"['Sri Lanka', 'West Indies']",bat,West Indies
3614,"[datetime.date(2015, 9, 27)]",T20,0,13,,Pakistan,20,"['Zimbabwe', 'Pakistan']",bat,Pakistan
3615,"[datetime.date(2015, 9, 29)]",T20,0,15,,Pakistan,20,"['Zimbabwe', 'Pakistan']",bat,Pakistan
3616,"[datetime.date(2015, 10, 1)]",ODI,0,131,,Pakistan,50,"['Zimbabwe', 'Pakistan']",field,Zimbabwe
3618,"[datetime.date(2015, 10, 5)]",ODI,0,,7,Pakistan,50,"['Zimbabwe', 'Pakistan']",field,Pakistan
3637,"[datetime.date(2015, 11, 7)]",ODI,0,145,,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",field,Zimbabwe
3638,"[datetime.date(2015, 11, 9)]",ODI,0,58,,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",field,Zimbabwe
3639,"[datetime.date(2015, 11, 11)]",ODI,0,61,,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",bat,Bangladesh
3640,"[datetime.date(2015, 11, 13)]",T20,0,,4,Bangladesh,20,"['Bangladesh', 'Zimbabwe']",field,Bangladesh
3641,"[datetime.date(2015, 11, 15)]",T20,0,,3,Zimbabwe,20,"['Bangladesh', 'Zimbabwe']",bat,Bangladesh
3642,"[datetime.date(2016, 6, 3)]",ODI,0,,4,West Indies,50,"['West Indies', 'South Africa']",bat,South Africa
3643,"[datetime.date(2016, 6, 5)]",ODI,0,,6,Australia,50,"['West Indies', 'Australia']",field,Australia
3644,"[datetime.date(2016, 6, 7)]",ODI,1,47,,South Africa,50,"['Australia', 'South Africa']",bat,South Africa
3645,"[datetime.date(2016, 6, 11)]",ODI,1,36,,Australia,50,"['Australia', 'South Africa']",bat,Australia
3646,"[datetime.date(2016, 6, 13)]",ODI,0,,4,West Indies,50,"['West Indies', 'Australia']",field,West Indies
3647,"[datetime.date(2016, 6, 15)]",ODI,0,139,,South Africa,50,"['West Indies', 'South Africa']",field,West Indies
3649,"[datetime.date(2016, 6, 21)]",ODI,0,,6,Australia,50,"['West Indies', 'Australia']",field,Australia
3650,"[datetime.date(2016, 6, 24)]",ODI,0,100,,West Indies,50,"['West Indies', 'South Africa']",field,South Africa
3651,"[datetime.date(2016, 6, 26)]",ODI,0,58,,Australia,50,"['West Indies', 'Australia']",bat,Australia
3661,"[datetime.date(2016, 9, 30)]",ODI,0,,6,South Africa,50,"['South Africa', 'Australia']",field,South Africa
3662,"[datetime.date(2016, 10, 2)]",ODI,0,142,,South Africa,50,"['South Africa', 'Australia']",field,Australia
3663,"[datetime.date(2016, 10, 5)]",ODI,0,,4,South Africa,50,"['South Africa', 'Australia']",bat,Australia
3664,"[datetime.date(2016, 10, 9)]",ODI,0,,6,South Africa,50,"['South Africa', 'Australia']",bat,Australia
3665,"[datetime.date(2016, 10, 12)]",ODI,0,31,,South Africa,50,"['South Africa', 'Australia']",bat,South Africa
3669,"[datetime.date(2017, 1, 20)]",T20,0,19,,South Africa,20,"['South Africa', 'Sri Lanka']",field,Sri Lanka
3670,"[datetime.date(2017, 1, 22)]",T20,0,,3,Sri Lanka,20,"['South Africa', 'Sri Lanka']",bat,South Africa
3671,"[datetime.date(2017, 1, 25)]",T20,0,,5,Sri Lanka,20,"['South Africa', 'Sri Lanka']",bat,South Africa
3672,"[datetime.date(2017, 1, 28)]",ODI,0,,8,South Africa,50,"['South Africa', 'Sri Lanka']",field,South Africa
3673,"[datetime.date(2017, 2, 1)]",ODI,0,121,,South Africa,50,"['South Africa', 'Sri Lanka']",field,Sri Lanka
3674,"[datetime.date(2017, 2, 4)]",ODI,0,,7,South Africa,50,"['South Africa', 'Sri Lanka']",field,South Africa
3675,"[datetime.date(2017, 2, 7)]",ODI,0,40,,South Africa,50,"['South Africa', 'Sri Lanka']",bat,South Africa
3676,"[datetime.date(2017, 2, 10)]",ODI,0,88,,South Africa,50,"['South Africa', 'Sri Lanka']",field,Sri Lanka
3817,"[datetime.date(2016, 3, 15)]",T20,0,47,,New Zealand,20,"['India', 'New Zealand']",bat,New Zealand
3818,"[datetime.date(2016, 3, 16)]",T20,1,,6,West Indies,20,"['England', 'West Indies']",field,West Indies
3819,"[datetime.date(2016, 3, 16)]",T20,1,55,,Pakistan,20,"['Bangladesh', 'Pakistan']",bat,Pakistan
3821,"[datetime.date(2016, 3, 18)]",T20,1,8,,New Zealand,20,"['Australia', 'New Zealand']",bat,New Zealand
3822,"[datetime.date(2016, 3, 18)]",T20,1,,2,England,20,"['England', 'South Africa']",field,England
3823,"[datetime.date(2016, 3, 19)]",T20,0,,6,India,20,"['India', 'Pakistan']",field,India
3825,"[datetime.date(2016, 3, 20)]",T20,1,,7,West Indies,20,"['Sri Lanka', 'West Indies']",field,West Indies
3826,"[datetime.date(2016, 3, 21)]",T20,1,,3,Australia,20,"['Australia', 'Bangladesh']",field,Australia
3827,"[datetime.date(2016, 3, 22)]",T20,1,22,,New Zealand,20,"['New Zealand', 'Pakistan']",bat,New Zealand
3829,"[datetime.date(2016, 3, 23)]",T20,0,1,,India,20,"['India', 'Bangladesh']",field,Bangladesh
3830,"[datetime.date(2016, 3, 25)]",T20,1,21,,Australia,20,"['Australia', 'Pakistan']",bat,Australia
3831,"[datetime.date(2016, 3, 25)]",T20,1,,3,West Indies,20,"['South Africa', 'West Indies']",field,West Indies
3832,"[datetime.date(2016, 3, 26)]",T20,1,75,,New Zealand,20,"['Bangladesh', 'New Zealand']",bat,New Zealand
3833,"[datetime.date(2016, 3, 26)]",T20,1,10,,England,20,"['England', 'Sri Lanka']",field,Sri Lanka
3834,"[datetime.date(2016, 3, 27)]",T20,0,,6,India,20,"['India', 'Australia']",bat,Australia
3836,"[datetime.date(2016, 3, 28)]",T20,1,,8,South Africa,20,"['South Africa', 'Sri Lanka']",field,South Africa
3837,"[datetime.date(2016, 3, 30)]",T20,1,,7,England,20,"['England', 'New Zealand']",field,England
3838,"[datetime.date(2016, 3, 31)]",T20,0,,7,West Indies,20,"['India', 'West Indies']",field,West Indies
3839,"[datetime.date(2016, 4, 3)]",T20,1,,4,West Indies,20,"['England', 'West Indies']",field,West Indies
3882,"[datetime.date(2016, 1, 15)]",T20,0,,4,Bangladesh,20,"['Bangladesh', 'Zimbabwe']",bat,Zimbabwe
3883,"[datetime.date(2016, 1, 17)]",T20,0,42,,Bangladesh,20,"['Bangladesh', 'Zimbabwe']",bat,Bangladesh
3884,"[datetime.date(2016, 1, 20)]",T20,0,31,,Zimbabwe,20,"['Bangladesh', 'Zimbabwe']",bat,Zimbabwe
3885,"[datetime.date(2016, 1, 22)]",T20,0,18,,Zimbabwe,20,"['Bangladesh', 'Zimbabwe']",bat,Zimbabwe
3888,"[datetime.date(2016, 2, 9)]",T20,0,,5,Sri Lanka,20,"['India', 'Sri Lanka']",field,Sri Lanka
3889,"[datetime.date(2016, 2, 12)]",T20,0,69,,India,20,"['India', 'Sri Lanka']",field,Sri Lanka
3890,"[datetime.date(2016, 2, 14)]",T20,0,,9,India,20,"['India', 'Sri Lanka']",field,India
3898,"[datetime.date(2016, 2, 24)]",T20,0,45,,India,20,"['Bangladesh', 'India']",field,Bangladesh
3901,"[datetime.date(2016, 2, 27)]",T20,1,,5,India,20,"['India', 'Pakistan']",field,India
3902,"[datetime.date(2016, 2, 28)]",T20,0,23,,Bangladesh,20,"['Bangladesh', 'Sri Lanka']",bat,Bangladesh
3904,"[datetime.date(2016, 3, 1)]",T20,1,,5,India,20,"['India', 'Sri Lanka']",field,India
3905,"[datetime.date(2016, 3, 2)]",T20,0,,5,Bangladesh,20,"['Bangladesh', 'Pakistan']",bat,Pakistan
3907,"[datetime.date(2016, 3, 4)]",T20,1,,6,Pakistan,20,"['Pakistan', 'Sri Lanka']",field,Pakistan
3908,"[datetime.date(2016, 3, 6)]",T20,0,,8,India,20,"['Bangladesh', 'India']",field,India
3983,"[datetime.date(2016, 8, 21)]",ODI,0,,3,Australia,50,"['Sri Lanka', 'Australia']",field,Australia
3984,"[datetime.date(2016, 8, 24)]",ODI,0,82,,Sri Lanka,50,"['Sri Lanka', 'Australia']",bat,Sri Lanka
3985,"[datetime.date(2016, 8, 28)]",ODI,0,,2,Australia,50,"['Sri Lanka', 'Australia']",bat,Sri Lanka
3986,"[datetime.date(2016, 8, 31)]",ODI,0,,6,Australia,50,"['Sri Lanka', 'Australia']",bat,Sri Lanka
3987,"[datetime.date(2016, 9, 1)]",ODI,0,,5,Australia,50,"['Sri Lanka', 'Australia']",bat,Sri Lanka
3988,"[datetime.date(2016, 9, 6)]",T20,0,85,,Australia,20,"['Sri Lanka', 'Australia']",field,Sri Lanka
3989,"[datetime.date(2016, 9, 9)]",T20,0,,4,Australia,20,"['Sri Lanka', 'Australia']",bat,Sri Lanka
