index_all,date,info.match_type,info.neutral_venue,info.outcome.by.runs,info.outcome.by.wickets,info.outcome.winner,info.overs,info.teams,info.toss.decision,info.toss.winner
1209,"[datetime.date(2009, 5, 1)]",ODI,1,,8,Australia,50,"['Australia', 'Pakistan']",bat,Pakistan
1210,"[datetime.date(2009, 5, 3)]",ODI,1,,7,Pakistan,50,"['Australia', 'Pakistan']",bat,Australia
1213,"[datetime.date(2009, 7, 26)]",ODI,0,52,,Bangladesh,50,"['West Indies', 'Bangladesh']",field,West Indies
1214,"[datetime.date(2009, 7, 28)]",ODI,0,,3,Bangladesh,50,"['West Indies', 'Bangladesh']",bat,West Indies
1215,"[datetime.date(2009, 7, 31)]",ODI,0,,3,Bangladesh,50,"['West Indies', 'Bangladesh']",bat,West Indies
1216,"[datetime.date(2009, 8, 2)]",T20,0,,5,West Indies,20,"['West Indies', 'Bangladesh']",bat,Bangladesh
1220,"[datetime.date(2009, 7, 30)]",ODI,0,36,,Sri Lanka,50,"['Sri Lanka', 'Pakistan']",field,Pakistan
1221,"[datetime.date(2009, 8, 1)]",ODI,0,,6,Sri Lanka,50,"['Sri Lanka', 'Pakistan']",field,Sri Lanka
1222,"[datetime.date(2009, 8, 3)]",ODI,0,,6,Sri Lanka,50,"['Sri Lanka', 'Pakistan']",field,Sri Lanka
1223,"[datetime.date(2009, 8, 7)]",ODI,0,146,,Pakistan,50,"['Sri Lanka', 'Pakistan']",bat,Pakistan
1224,"[datetime.date(2009, 8, 9)]",ODI,0,132,,Pakistan,50,"['Sri Lanka', 'Pakistan']",bat,Pakistan
1225,"[datetime.date(2009, 8, 12)]",T20,0,52,,Pakistan,20,"['Sri Lanka', 'Pakistan']",bat,Pakistan
1228,"[datetime.date(2009, 9, 8)]",ODI,0,97,,Sri Lanka,50,"['Sri Lanka', 'New Zealand']",bat,Sri Lanka
1229,"[datetime.date(2009, 9, 12)]",ODI,0,139,,Sri Lanka,50,"['Sri Lanka', 'India']",bat,Sri Lanka
1230,"[datetime.date(2009, 9, 11)]",ODI,1,,6,India,50,"['India', 'New Zealand']",bat,New Zealand
1231,"[datetime.date(2009, 9, 14)]",ODI,0,46,,India,50,"['Sri Lanka', 'India']",bat,India
1232,"[datetime.date(2009, 9, 2)]",T20,0,3,,New Zealand,20,"['Sri Lanka', 'New Zealand']",bat,New Zealand
1233,"[datetime.date(2009, 9, 4)]",T20,0,22,,New Zealand,20,"['Sri Lanka', 'New Zealand']",bat,New Zealand
1237,"[datetime.date(2010, 2, 7)]",ODI,0,113,,Australia,50,"['Australia', 'West Indies']",field,West Indies
1238,"[datetime.date(2010, 2, 9)]",ODI,0,,8,Australia,50,"['Australia', 'West Indies']",bat,West Indies
1240,"[datetime.date(2010, 2, 14)]",ODI,0,50,,Australia,50,"['Australia', 'West Indies']",field,West Indies
1241,"[datetime.date(2010, 2, 19)]",ODI,0,125,,Australia,50,"['Australia', 'West Indies']",bat,Australia
1242,"[datetime.date(2010, 2, 21)]",T20,0,38,,Australia,20,"['Australia', 'West Indies']",bat,Australia
1243,"[datetime.date(2010, 2, 23)]",T20,0,,8,Australia,20,"['Australia', 'West Indies']",bat,West Indies
1247,"[datetime.date(2010, 1, 22)]",ODI,0,,5,Australia,50,"['Australia', 'Pakistan']",bat,Pakistan
1248,"[datetime.date(2010, 1, 24)]",ODI,0,140,,Australia,50,"['Australia', 'Pakistan']",field,Pakistan
1249,"[datetime.date(2010, 1, 26)]",ODI,0,40,,Australia,50,"['Australia', 'Pakistan']",bat,Australia
1250,"[datetime.date(2010, 1, 29)]",ODI,0,135,,Australia,50,"['Australia', 'Pakistan']",bat,Australia
1251,"[datetime.date(2010, 1, 31)]",ODI,0,,2,Australia,50,"['Australia', 'Pakistan']",bat,Pakistan
1252,"[datetime.date(2010, 2, 5)]",T20,0,2,,Australia,20,"['Australia', 'Pakistan']",bat,Australia
1253,"[datetime.date(2009, 8, 9)]",ODI,0,,8,Bangladesh,50,"['Zimbabwe', 'Bangladesh']",field,Bangladesh
1254,"[datetime.date(2009, 8, 11)]",ODI,0,49,,Bangladesh,50,"['Zimbabwe', 'Bangladesh']",field,Zimbabwe
1255,"[datetime.date(2009, 8, 14)]",ODI,0,69,,Zimbabwe,50,"['Zimbabwe', 'Bangladesh']",field,Bangladesh
1256,"[datetime.date(2009, 8, 16)]",ODI,0,,4,Bangladesh,50,"['Zimbabwe', 'Bangladesh']",bat,Zimbabwe
1257,"[datetime.date(2009, 8, 18)]",ODI,0,,5,Bangladesh,50,"['Zimbabwe', 'Bangladesh']",bat,Zimbabwe
1259,"[datetime.date(2010, 4, 30)]",T20,1,,2,New Zealand,20,"['New Zealand', 'Sri Lanka']",bat,Sri Lanka
1261,"[datetime.date(2010, 5, 1)]",T20,1,21,,Pakistan,20,"['Bangladesh', 'Pakistan']",bat,Pakistan
1263,"[datetime.date(2010, 5, 2)]",T20,1,14,,India,20,"['India', 'South Africa']",field,South Africa
1264,"[datetime.date(2010, 5, 2)]",T20,1,34,,Australia,20,"['Australia', 'Pakistan']",bat,Australia
1269,"[datetime.date(2010, 5, 5)]",T20,1,27,,Australia,20,"['Australia', 'Bangladesh']",bat,Australia
1270,"[datetime.date(2010, 5, 6)]",T20,1,,6,England,20,"['England', 'Pakistan']",field,England
1271,"[datetime.date(2010, 5, 6)]",T20,1,13,,South Africa,20,"['New Zealand', 'South Africa']",bat,South Africa
1272,"[datetime.date(2010, 5, 7)]",T20,1,49,,Australia,20,"['Australia', 'India']",field,India
1273,"[datetime.date(2010, 5, 7)]",T20,0,57,,Sri Lanka,20,"['West Indies', 'Sri Lanka']",bat,Sri Lanka
1274,"[datetime.date(2010, 5, 8)]",T20,1,1,,New Zealand,20,"['New Zealand', 'Pakistan']",field,Pakistan
1275,"[datetime.date(2010, 5, 8)]",T20,1,39,,England,20,"['England', 'South Africa']",bat,England
1276,"[datetime.date(2010, 5, 9)]",T20,0,14,,West Indies,20,"['West Indies', 'India']",field,India
1277,"[datetime.date(2010, 5, 9)]",T20,1,81,,Australia,20,"['Australia', 'Sri Lanka']",bat,Australia
1278,"[datetime.date(2010, 5, 10)]",T20,1,11,,Pakistan,20,"['Pakistan', 'South Africa']",bat,Pakistan
1279,"[datetime.date(2010, 5, 10)]",T20,1,,3,England,20,"['England', 'New Zealand']",bat,New Zealand
1280,"[datetime.date(2010, 5, 11)]",T20,1,,5,Sri Lanka,20,"['India', 'Sri Lanka']",bat,India
1281,"[datetime.date(2010, 5, 11)]",T20,0,,6,Australia,20,"['West Indies', 'Australia']",bat,West Indies
1282,"[datetime.date(2010, 5, 13)]",T20,1,,7,England,20,"['England', 'Sri Lanka']",bat,Sri Lanka
1283,"[datetime.date(2010, 5, 14)]",T20,1,,3,Australia,20,"['Australia', 'Pakistan']",field,Australia
1284,"[datetime.date(2010, 5, 16)]",T20,1,,7,England,20,"['Australia', 'England']",field,England
1290,"[datetime.date(2009, 9, 23)]",ODI,1,,5,Pakistan,50,"['Pakistan', 'West Indies']",bat,West Indies
1291,"[datetime.date(2009, 9, 24)]",ODI,0,,5,South Africa,50,"['South Africa', 'New Zealand']",field,South Africa
1292,"[datetime.date(2009, 9, 25)]",ODI,1,,6,England,50,"['England', 'Sri Lanka']",field,England
1293,"[datetime.date(2009, 9, 26)]",ODI,1,50,,Australia,50,"['Australia', 'West Indies']",field,West Indies
1294,"[datetime.date(2009, 9, 26)]",ODI,1,54,,Pakistan,50,"['India', 'Pakistan']",bat,Pakistan
1295,"[datetime.date(2009, 9, 27)]",ODI,1,38,,New Zealand,50,"['New Zealand', 'Sri Lanka']",field,Sri Lanka
1296,"[datetime.date(2009, 9, 27)]",ODI,0,22,,England,50,"['South Africa', 'England']",bat,England
1298,"[datetime.date(2009, 9, 29)]",ODI,1,,4,New Zealand,50,"['England', 'New Zealand']",field,New Zealand
1299,"[datetime.date(2009, 9, 30)]",ODI,1,,2,Australia,50,"['Australia', 'Pakistan']",field,Australia
1300,"[datetime.date(2009, 9, 30)]",ODI,1,,7,India,50,"['India', 'West Indies']",field,India
1301,"[datetime.date(2009, 10, 2)]",ODI,1,,9,Australia,50,"['Australia', 'England']",bat,England
1302,"[datetime.date(2009, 10, 3)]",ODI,1,,5,New Zealand,50,"['New Zealand', 'Pakistan']",bat,Pakistan
1303,"[datetime.date(2009, 10, 5)]",ODI,1,,6,Australia,50,"['Australia', 'New Zealand']",bat,New Zealand
1304,"[datetime.date(2009, 10, 25)]",ODI,0,4,,Australia,50,"['India', 'Australia']",bat,Australia
1305,"[datetime.date(2009, 10, 28)]",ODI,0,99,,India,50,"['India', 'Australia']",field,Australia
1306,"[datetime.date(2009, 10, 31)]",ODI,0,,6,India,50,"['India', 'Australia']",bat,Australia
1307,"[datetime.date(2009, 11, 2)]",ODI,0,24,,Australia,50,"['India', 'Australia']",field,India
1308,"[datetime.date(2009, 11, 5)]",ODI,0,3,,Australia,50,"['India', 'Australia']",bat,Australia
1309,"[datetime.date(2009, 11, 8)]",ODI,0,,6,Australia,50,"['India', 'Australia']",bat,India
1370,"[datetime.date(2009, 10, 27)]",ODI,0,,5,Zimbabwe,50,"['Bangladesh', 'Zimbabwe']",field,Zimbabwe
1371,"[datetime.date(2009, 10, 29)]",ODI,0,,7,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",bat,Zimbabwe
1372,"[datetime.date(2009, 10, 31)]",ODI,0,,4,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",field,Bangladesh
1373,"[datetime.date(2009, 11, 3)]",ODI,0,,6,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",bat,Zimbabwe
1374,"[datetime.date(2009, 11, 5)]",ODI,0,,1,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",field,Bangladesh
1380,"[datetime.date(2010, 2, 3)]",T20,0,,10,New Zealand,20,"['New Zealand', 'Bangladesh']",bat,Bangladesh
1381,"[datetime.date(2010, 2, 5)]",ODI,0,146,,New Zealand,50,"['New Zealand', 'Bangladesh']",bat,New Zealand
1382,"[datetime.date(2010, 2, 8)]",ODI,0,,5,New Zealand,50,"['New Zealand', 'Bangladesh']",field,New Zealand
1383,"[datetime.date(2010, 2, 11)]",ODI,0,,3,New Zealand,50,"['New Zealand', 'Bangladesh']",field,New Zealand
1385,"[datetime.date(2010, 2, 26)]",T20,0,,6,Australia,20,"['New Zealand', 'Australia']",bat,New Zealand
1389,"[datetime.date(2010, 3, 3)]",ODI,0,,2,New Zealand,50,"['New Zealand', 'Australia']",bat,Australia
1391,"[datetime.date(2010, 3, 9)]",ODI,0,,6,Australia,50,"['New Zealand', 'Australia']",field,Australia
1393,"[datetime.date(2010, 3, 13)]",ODI,0,51,,New Zealand,50,"['New Zealand', 'Australia']",field,Australia
1395,"[datetime.date(2010, 6, 22)]",ODI,0,,4,England,50,"['England', 'Australia']",bat,Australia
1396,"[datetime.date(2010, 6, 24)]",ODI,0,,4,England,50,"['England', 'Australia']",bat,Australia
1397,"[datetime.date(2010, 6, 27)]",ODI,0,,1,England,50,"['England', 'Australia']",field,England
1398,"[datetime.date(2010, 6, 30)]",ODI,0,78,,Australia,50,"['England', 'Australia']",field,England
1399,"[datetime.date(2010, 7, 3)]",ODI,0,42,,Australia,50,"['England', 'Australia']",bat,Australia
1400,"[datetime.date(2010, 7, 5)]",T20,1,23,,Pakistan,20,"['Australia', 'Pakistan']",bat,Pakistan
1401,"[datetime.date(2010, 7, 6)]",T20,1,11,,Pakistan,20,"['Australia', 'Pakistan']",bat,Pakistan
1406,"[datetime.date(2010, 7, 8)]",ODI,0,,6,England,50,"['England', 'Bangladesh']",bat,Bangladesh
1407,"[datetime.date(2010, 7, 10)]",ODI,0,5,,Bangladesh,50,"['England', 'Bangladesh']",field,England
1408,"[datetime.date(2010, 7, 12)]",ODI,0,144,,England,50,"['England', 'Bangladesh']",field,Bangladesh
1413,"[datetime.date(2010, 9, 5)]",T20,0,,5,England,20,"['England', 'Pakistan']",field,England
1414,"[datetime.date(2010, 9, 7)]",T20,0,,6,England,20,"['England', 'Pakistan']",bat,Pakistan
1415,"[datetime.date(2010, 2, 28)]",ODI,0,,6,England,50,"['Bangladesh', 'England']",field,England
1416,"[datetime.date(2010, 3, 2)]",ODI,0,,2,England,50,"['Bangladesh', 'England']",field,England
1417,"[datetime.date(2010, 3, 5)]",ODI,0,45,,England,50,"['Bangladesh', 'England']",field,Bangladesh
1420,"[datetime.date(2010, 9, 10)]",ODI,0,24,,England,50,"['England', 'Pakistan']",field,Pakistan
1421,"[datetime.date(2010, 9, 12)]",ODI,0,,4,England,50,"['England', 'Pakistan']",bat,Pakistan
1422,"[datetime.date(2010, 9, 17)]",ODI,0,23,,Pakistan,50,"['England', 'Pakistan']",bat,Pakistan
1423,"[datetime.date(2010, 9, 20)]",ODI,0,38,,Pakistan,50,"['England', 'Pakistan']",bat,Pakistan
1424,"[datetime.date(2010, 9, 22)]",ODI,0,121,,England,50,"['England', 'Pakistan']",bat,England
1425,"[datetime.date(2009, 11, 3)]",ODI,1,138,,Pakistan,50,"['New Zealand', 'Pakistan']",bat,Pakistan
1426,"[datetime.date(2009, 11, 6)]",ODI,1,64,,New Zealand,50,"['New Zealand', 'Pakistan']",bat,New Zealand
1427,"[datetime.date(2009, 11, 9)]",ODI,1,7,,New Zealand,50,"['New Zealand', 'Pakistan']",bat,New Zealand
1428,"[datetime.date(2009, 11, 12)]",T20,1,49,,Pakistan,20,"['New Zealand', 'Pakistan']",field,New Zealand
1429,"[datetime.date(2009, 11, 13)]",T20,1,7,,Pakistan,20,"['New Zealand', 'Pakistan']",bat,Pakistan
1435,"[datetime.date(2009, 11, 8)]",ODI,0,45,,South Africa,50,"['South Africa', 'Zimbabwe']",field,Zimbabwe
1436,"[datetime.date(2009, 11, 10)]",ODI,0,212,,South Africa,50,"['South Africa', 'Zimbabwe']",field,Zimbabwe
1440,"[datetime.date(2009, 12, 9)]",T20,0,29,,Sri Lanka,20,"['India', 'Sri Lanka']",field,India
1441,"[datetime.date(2009, 12, 12)]",T20,0,,6,India,20,"['India', 'Sri Lanka']",bat,Sri Lanka
1442,"[datetime.date(2009, 12, 15)]",ODI,0,3,,India,50,"['India', 'Sri Lanka']",field,Sri Lanka
1443,"[datetime.date(2009, 12, 18)]",ODI,0,,3,Sri Lanka,50,"['India', 'Sri Lanka']",bat,India
1444,"[datetime.date(2009, 12, 21)]",ODI,0,,7,India,50,"['India', 'Sri Lanka']",bat,Sri Lanka
1445,"[datetime.date(2009, 12, 24)]",ODI,0,,7,India,50,"['India', 'Sri Lanka']",bat,Sri Lanka
1447,"[datetime.date(2011, 2, 19)]",ODI,0,87,,India,50,"['Bangladesh', 'India']",field,Bangladesh
1450,"[datetime.date(2011, 2, 21)]",ODI,1,91,,Australia,50,"['Australia', 'Zimbabwe']",bat,Australia
1453,"[datetime.date(2011, 2, 24)]",ODI,1,,7,South Africa,50,"['South Africa', 'West Indies']",field,South Africa
1454,"[datetime.date(2011, 2, 25)]",ODI,1,,7,Australia,50,"['Australia', 'New Zealand']",field,Australia
1456,"[datetime.date(2011, 2, 26)]",ODI,0,11,,Pakistan,50,"['Sri Lanka', 'Pakistan']",bat,Pakistan
1464,"[datetime.date(2011, 3, 4)]",ODI,1,,10,New Zealand,50,"['New Zealand', 'Zimbabwe']",bat,Zimbabwe
1465,"[datetime.date(2011, 3, 4)]",ODI,0,,9,West Indies,50,"['Bangladesh', 'West Indies']",bat,Bangladesh
1468,"[datetime.date(2011, 3, 6)]",ODI,1,6,,England,50,"['England', 'South Africa']",bat,England
1470,"[datetime.date(2011, 3, 8)]",ODI,1,110,,New Zealand,50,"['New Zealand', 'Pakistan']",bat,New Zealand
1472,"[datetime.date(2011, 3, 10)]",ODI,0,139,,Sri Lanka,50,"['Sri Lanka', 'Zimbabwe']",field,Zimbabwe
1474,"[datetime.date(2011, 3, 11)]",ODI,0,,2,Bangladesh,50,"['Bangladesh', 'England']",field,Bangladesh
1475,"[datetime.date(2011, 3, 12)]",ODI,0,,3,South Africa,50,"['India', 'South Africa']",bat,India
1482,"[datetime.date(2011, 3, 17)]",ODI,1,18,,England,50,"['England', 'West Indies']",bat,England
1483,"[datetime.date(2011, 3, 18)]",ODI,1,112,,Sri Lanka,50,"['New Zealand', 'Sri Lanka']",bat,Sri Lanka
1485,"[datetime.date(2011, 3, 19)]",ODI,1,,4,Pakistan,50,"['Australia', 'Pakistan']",bat,Australia
1486,"[datetime.date(2011, 3, 19)]",ODI,0,206,,South Africa,50,"['Bangladesh', 'South Africa']",bat,South Africa
1488,"[datetime.date(2011, 3, 20)]",ODI,0,80,,India,50,"['India', 'West Indies']",bat,India
1489,"[datetime.date(2011, 3, 23)]",ODI,1,,10,Pakistan,50,"['Pakistan', 'West Indies']",bat,West Indies
1490,"[datetime.date(2011, 3, 24)]",ODI,0,,5,India,50,"['India', 'Australia']",bat,Australia
1491,"[datetime.date(2011, 3, 25)]",ODI,1,49,,New Zealand,50,"['New Zealand', 'South Africa']",bat,New Zealand
1492,"[datetime.date(2011, 3, 26)]",ODI,0,,10,Sri Lanka,50,"['Sri Lanka', 'England']",bat,England
1493,"[datetime.date(2011, 3, 29)]",ODI,0,,5,Sri Lanka,50,"['Sri Lanka', 'New Zealand']",bat,New Zealand
1494,"[datetime.date(2011, 3, 30)]",ODI,0,29,,India,50,"['India', 'Pakistan']",bat,India
1495,"[datetime.date(2011, 4, 2)]",ODI,0,,6,India,50,"['India', 'Sri Lanka']",bat,Sri Lanka
1498,"[datetime.date(2010, 1, 4)]",ODI,0,,7,Sri Lanka,50,"['Bangladesh', 'Sri Lanka']",field,Sri Lanka
1499,"[datetime.date(2010, 1, 5)]",ODI,1,,5,Sri Lanka,50,"['India', 'Sri Lanka']",field,Sri Lanka
1500,"[datetime.date(2010, 1, 7)]",ODI,0,,6,India,50,"['Bangladesh', 'India']",bat,Bangladesh
1501,"[datetime.date(2010, 1, 8)]",ODI,0,,9,Sri Lanka,50,"['Bangladesh', 'Sri Lanka']",field,Sri Lanka
1502,"[datetime.date(2010, 1, 10)]",ODI,1,,8,India,50,"['India', 'Sri Lanka']",bat,Sri Lanka
1503,"[datetime.date(2010, 1, 11)]",ODI,0,,6,India,50,"['Bangladesh', 'India']",field,India
1504,"[datetime.date(2010, 1, 13)]",ODI,1,,4,Sri Lanka,50,"['India', 'Sri Lanka']",field,Sri Lanka
1505,"[datetime.date(2010, 2, 28)]",T20,0,26,,Zimbabwe,20,"['West Indies', 'Zimbabwe']",bat,Zimbabwe
1506,"[datetime.date(2010, 3, 4)]",ODI,0,2,,Zimbabwe,50,"['West Indies', 'Zimbabwe']",bat,Zimbabwe
1507,"[datetime.date(2010, 3, 6)]",ODI,0,,4,West Indies,50,"['West Indies', 'Zimbabwe']",bat,Zimbabwe
1508,"[datetime.date(2010, 3, 10)]",ODI,0,141,,West Indies,50,"['West Indies', 'Zimbabwe']",field,Zimbabwe
1509,"[datetime.date(2010, 3, 12)]",ODI,0,,4,West Indies,50,"['West Indies', 'Zimbabwe']",field,West Indies
1510,"[datetime.date(2010, 3, 14)]",ODI,0,,4,West Indies,50,"['West Indies', 'Zimbabwe']",field,West Indies
1511,"[datetime.date(2010, 5, 19)]",T20,0,13,,South Africa,20,"['West Indies', 'South Africa']",field,West Indies
1513,"[datetime.date(2010, 5, 24)]",ODI,0,17,,South Africa,50,"['West Indies', 'South Africa']",bat,South Africa
1514,"[datetime.date(2010, 5, 28)]",ODI,0,67,,South Africa,50,"['West Indies', 'South Africa']",bat,South Africa
1515,"[datetime.date(2010, 5, 30)]",ODI,0,,7,South Africa,50,"['West Indies', 'South Africa']",bat,West Indies
1516,"[datetime.date(2010, 6, 3)]",ODI,0,,1,South Africa,50,"['West Indies', 'South Africa']",bat,West Indies
1527,"[datetime.date(2010, 2, 19)]",T20,1,,7,England,20,"['England', 'Pakistan']",bat,Pakistan
1528,"[datetime.date(2010, 2, 20)]",T20,1,,4,Pakistan,20,"['England', 'Pakistan']",field,Pakistan
1531,"[datetime.date(2010, 2, 21)]",ODI,0,1,,India,50,"['India', 'South Africa']",field,South Africa
1532,"[datetime.date(2010, 2, 24)]",ODI,0,153,,India,50,"['India', 'South Africa']",bat,India
1533,"[datetime.date(2010, 2, 27)]",ODI,0,90,,South Africa,50,"['India', 'South Africa']",bat,South Africa
1534,"[datetime.date(2010, 10, 31)]",T20,0,,7,Sri Lanka,20,"['Australia', 'Sri Lanka']",bat,Australia
1535,"[datetime.date(2010, 11, 3)]",ODI,0,,1,Sri Lanka,50,"['Australia', 'Sri Lanka']",bat,Australia
1537,"[datetime.date(2010, 11, 7)]",ODI,0,,8,Australia,50,"['Australia', 'Sri Lanka']",bat,Sri Lanka
1538,"[datetime.date(2011, 1, 12)]",T20,0,,1,England,20,"['Australia', 'England']",bat,Australia
1539,"[datetime.date(2011, 1, 14)]",T20,0,4,,Australia,20,"['Australia', 'England']",bat,Australia
1540,"[datetime.date(2011, 1, 16)]",ODI,0,,6,Australia,50,"['Australia', 'England']",bat,England
1541,"[datetime.date(2011, 1, 21)]",ODI,0,46,,Australia,50,"['Australia', 'England']",field,England
1542,"[datetime.date(2011, 1, 23)]",ODI,0,,4,Australia,50,"['Australia', 'England']",bat,England
1543,"[datetime.date(2011, 1, 26)]",ODI,0,21,,England,50,"['Australia', 'England']",bat,England
1544,"[datetime.date(2011, 1, 30)]",ODI,0,51,,Australia,50,"['Australia', 'England']",bat,Australia
1545,"[datetime.date(2011, 2, 2)]",ODI,0,,2,Australia,50,"['Australia', 'England']",bat,England
1546,"[datetime.date(2011, 2, 6)]",ODI,0,57,,Australia,50,"['Australia', 'England']",bat,Australia
1547,"[datetime.date(2010, 5, 20)]",T20,0,1,,South Africa,20,"['West Indies', 'South Africa']",field,West Indies
1552,"[datetime.date(2010, 5, 28)]",ODI,0,,6,Zimbabwe,50,"['Zimbabwe', 'India']",bat,India
1553,"[datetime.date(2010, 5, 30)]",ODI,1,,7,India,50,"['India', 'Sri Lanka']",field,India
1554,"[datetime.date(2010, 6, 1)]",ODI,0,,9,Sri Lanka,50,"['Zimbabwe', 'Sri Lanka']",field,Sri Lanka
1555,"[datetime.date(2010, 6, 3)]",ODI,0,,7,Zimbabwe,50,"['Zimbabwe', 'India']",field,Zimbabwe
1556,"[datetime.date(2010, 6, 5)]",ODI,1,,6,Sri Lanka,50,"['India', 'Sri Lanka']",field,Sri Lanka
1557,"[datetime.date(2010, 6, 7)]",ODI,0,,8,Zimbabwe,50,"['Zimbabwe', 'Sri Lanka']",field,Zimbabwe
1558,"[datetime.date(2010, 6, 9)]",ODI,0,,9,Sri Lanka,50,"['Zimbabwe', 'Sri Lanka']",field,Sri Lanka
1559,"[datetime.date(2010, 6, 12)]",T20,0,,6,India,20,"['Zimbabwe', 'India']",field,India
1560,"[datetime.date(2010, 6, 13)]",T20,0,,7,India,20,"['Zimbabwe', 'India']",field,India
1561,"[datetime.date(2010, 6, 15)]",ODI,0,16,,Sri Lanka,50,"['Sri Lanka', 'Pakistan']",bat,Sri Lanka
1562,"[datetime.date(2010, 6, 16)]",ODI,1,,6,India,50,"['Bangladesh', 'India']",bat,Bangladesh
1563,"[datetime.date(2010, 6, 18)]",ODI,0,126,,Sri Lanka,50,"['Sri Lanka', 'Bangladesh']",bat,Sri Lanka
1564,"[datetime.date(2010, 6, 19)]",ODI,1,,3,India,50,"['India', 'Pakistan']",bat,Pakistan
1565,"[datetime.date(2010, 6, 21)]",ODI,1,139,,Pakistan,50,"['Bangladesh', 'Pakistan']",bat,Pakistan
1566,"[datetime.date(2010, 6, 22)]",ODI,0,,7,Sri Lanka,50,"['Sri Lanka', 'India']",field,Sri Lanka
1567,"[datetime.date(2010, 6, 24)]",ODI,0,81,,India,50,"['Sri Lanka', 'India']",bat,India
1568,"[datetime.date(2010, 8, 10)]",ODI,1,200,,New Zealand,50,"['India', 'New Zealand']",bat,New Zealand
1569,"[datetime.date(2010, 8, 16)]",ODI,0,,6,India,50,"['Sri Lanka', 'India']",bat,Sri Lanka
1570,"[datetime.date(2010, 8, 13)]",ODI,0,,3,Sri Lanka,50,"['Sri Lanka', 'New Zealand']",bat,New Zealand
1571,"[datetime.date(2010, 8, 25)]",ODI,1,105,,India,50,"['India', 'New Zealand']",bat,India
1572,"[datetime.date(2010, 8, 22)]",ODI,0,,8,Sri Lanka,50,"['Sri Lanka', 'India']",bat,India
1573,"[datetime.date(2010, 8, 28)]",ODI,0,74,,Sri Lanka,50,"['Sri Lanka', 'India']",bat,Sri Lanka
1577,"[datetime.date(2010, 5, 22)]",T20,1,28,,New Zealand,20,"['New Zealand', 'Sri Lanka']",bat,New Zealand
1578,"[datetime.date(2010, 5, 23)]",T20,1,,7,Sri Lanka,20,"['New Zealand', 'Sri Lanka']",bat,New Zealand
1579,"[datetime.date(2010, 10, 27)]",T20,1,,6,South Africa,20,"['Pakistan', 'South Africa']",bat,Pakistan
1580,"[datetime.date(2010, 10, 29)]",ODI,1,,8,South Africa,50,"['Pakistan', 'South Africa']",bat,Pakistan
1581,"[datetime.date(2010, 10, 31)]",ODI,1,,1,Pakistan,50,"['Pakistan', 'South Africa']",bat,South Africa
1582,"[datetime.date(2010, 11, 2)]",ODI,1,2,,South Africa,50,"['Pakistan', 'South Africa']",field,Pakistan
1583,"[datetime.date(2010, 11, 5)]",ODI,1,,1,Pakistan,50,"['Pakistan', 'South Africa']",bat,South Africa
1584,"[datetime.date(2010, 11, 8)]",ODI,1,57,,South Africa,50,"['Pakistan', 'South Africa']",bat,South Africa
1587,"[datetime.date(2010, 10, 8)]",T20,0,,7,South Africa,20,"['South Africa', 'Zimbabwe']",bat,Zimbabwe
1588,"[datetime.date(2010, 10, 10)]",T20,0,8,,South Africa,20,"['South Africa', 'Zimbabwe']",bat,South Africa
1589,"[datetime.date(2010, 10, 15)]",ODI,0,64,,South Africa,50,"['South Africa', 'Zimbabwe']",bat,South Africa
1590,"[datetime.date(2010, 10, 17)]",ODI,0,,8,South Africa,50,"['South Africa', 'Zimbabwe']",bat,Zimbabwe
1591,"[datetime.date(2010, 10, 22)]",ODI,0,272,,South Africa,50,"['South Africa', 'Zimbabwe']",bat,South Africa
1595,"[datetime.date(2011, 1, 9)]",T20,0,21,,India,20,"['South Africa', 'India']",bat,India
1596,"[datetime.date(2011, 1, 12)]",ODI,0,135,,South Africa,50,"['South Africa', 'India']",bat,South Africa
1597,"[datetime.date(2011, 1, 15)]",ODI,0,1,,India,50,"['South Africa', 'India']",bat,India
1598,"[datetime.date(2011, 1, 18)]",ODI,0,,2,India,50,"['South Africa', 'India']",bat,South Africa
1603,"[datetime.date(2010, 10, 20)]",ODI,0,,5,India,50,"['India', 'Australia']",field,India
1614,"[datetime.date(2011, 2, 6)]",ODI,0,26,,Sri Lanka,50,"['Sri Lanka', 'West Indies']",field,West Indies
1624,"[datetime.date(2010, 11, 28)]",ODI,0,40,,India,50,"['India', 'New Zealand']",field,New Zealand
1625,"[datetime.date(2010, 12, 1)]",ODI,0,,8,India,50,"['India', 'New Zealand']",field,India
1626,"[datetime.date(2010, 12, 4)]",ODI,0,,9,India,50,"['India', 'New Zealand']",field,India
1627,"[datetime.date(2010, 12, 7)]",ODI,0,,5,India,50,"['India', 'New Zealand']",field,India
1628,"[datetime.date(2010, 12, 10)]",ODI,0,,8,India,50,"['India', 'New Zealand']",bat,New Zealand
1631,"[datetime.date(2010, 12, 26)]",T20,0,,5,New Zealand,20,"['New Zealand', 'Pakistan']",field,New Zealand
1632,"[datetime.date(2010, 12, 28)]",T20,0,39,,New Zealand,20,"['New Zealand', 'Pakistan']",field,Pakistan
1633,"[datetime.date(2010, 12, 30)]",T20,0,103,,Pakistan,20,"['New Zealand', 'Pakistan']",bat,Pakistan
